30000,-71.6197645704901
33154962.5,-72.1052987059449
66279925,-81.2330203809555
99404887.5,-74.1111750815233
132529850,-74.406722438846
165654812.5,-76.1494182801767
198779775,-67.6171131237599
231904737.5,-92.5824709457708
265029700,-90.5918260668845
298154662.5,-65.9391085792802
331279625,-70.1759174308251
364404587.5,-70.674745267066
397529550,-69.3284616649254
430654512.5,-66.0433638162177
463779475,-80.2891322212998
496904437.5,-73.6092487741534
530029400,-65.6950766935319
563154362.5,-72.6836875405351
596279325,-68.725943736925
629404287.5,-70.1899756139289
662529250,-71.1801690655732
695654212.5,-70.7784389919439
728779175,-70.6415996038379
761904137.5,-70.2250999813172
795029100,-70.9688991031451
828154062.5,-72.8021141478883
861279025,-77.080770440232
894403987.5,-69.1530465149071
927528950,-63.0138085459286
960653912.5,-69.9178498950316
993778875,-81.1944321567955
1026903837.5,-62.9952411932159
1060028800,-73.6115036812783
1093153762.5,-66.8110261612537
1126278725,-69.4261989008329
1159403687.5,-66.4391270011984
1192528650,-85.541617362963
1225653612.5,-81.5933874043903
1258778575,-67.4235899875961
1291903537.5,-86.9769437549057
1325028500,-71.3355841987318
1358153462.5,-66.5265268766709
1391278425,-70.1163511290577
1424403387.5,-65.3789690042939
1457528350,-74.9491067799301
1490653312.5,-62.9505026293273
1523778275,-66.0860683160192
1556903237.5,-66.7841028758807
1590028200,-78.6823524151134
1623153162.5,-83.0135784384411
1656278125,-68.1029778499329
1689403087.5,-63.1411992482047
1722528050,-68.2985446093123
1755653012.5,-64.904254682453
1788777975,-71.8830092252011
1821902937.5,-74.5247506562119
1855027900,-59.9534317747461
1888152862.5,-65.1088573420044
1921277825,-68.7436601432494
1954402787.5,-61.9176553590023
1987527750,-63.3594285590358
2020652712.5,-62.7068121223732
2053777675,-66.0039317078656
2086902637.5,-66.7845688628599
2120027600,-64.2082177485898
2153152562.5,-64.8030221472823
2186277525,-78.84695141029
2219402487.5,-62.5561997766964
2252527450,-78.6195968106706
2285652412.5,-63.0586988585095
2318777375,-60.8338973790093
2351902337.5,-63.6628270239583
2385027300,-69.322029551324
2418152262.5,-59.8666879332113
2451277225,-64.761113966171
2484402187.5,-66.9750258229311
2517527150,-62.2313548999327
2550652112.5,-64.955093927671
2583777075,-66.2841143631048
2616902037.5,-61.5786405798417
2650027000,-68.2226118966593
2683151962.5,-65.5414483543258
2716276925,-66.3983922466494
2749401887.5,-64.5468097320484
2782526850,-62.0798615367881
2815651812.5,-59.1354577482593
2848776775,-60.7208353361041
2881901737.5,-60.6128248500236
2915026700,-69.3091562366901
2948151662.5,-70.3604814074032
2981276625,-58.5948128963094
3014401587.5,-71.4305542697765
3047526550,-62.2150651221582
3080651512.5,-68.000628594154
3113776475,-56.3930688483374
3146901437.5,-60.7788975384964
3180026400,-64.1532816381192
3213151362.5,-56.3316025666999
3246276325,-65.0412939990239
3279401287.5,-61.2015894562579
3312526250,-63.4670975700181
3345651212.5,-63.9962911218019
3378776175,-74.330340216217
3411901137.5,-61.3700163118485
3445026100,-63.1675305449534
3478151062.5,-61.0271484705866
3511276025,-61.2658586452256
3544400987.5,-65.438067787024
3577525950,-62.9101490951421
3610650912.5,-65.2987259357603
3643775875,-68.5115893400735
3676900837.5,-63.5181958045984
3710025800,-59.0094300025773
3743150762.5,-61.080143194083
3776275725,-67.4495925062209
3809400687.5,-60.9110512926989
3842525650,-57.2238072964483
3875650612.5,-60.9525503419879
3908775575,-60.9619400147231
3941900537.5,-62.8512349845969
3975025500,-62.3931412009972
4008150462.5,-57.0522664183079
4041275425,-58.2467868801789
4074400387.5,-62.247671342558
4107525350,-60.3967270761816
4140650312.5,-58.7210301672964
4173775275,-62.5253187406393
4206900237.5,-60.4273821206841
4240025200,-54.5930455072573
4273150162.5,-62.923489826792
4306275125,-57.3840441130406
4339400087.5,-61.432691148095
4372525050,-62.6518470147777
4405650012.5,-63.8135083678696
4438774975,-56.6688805477871
4471899937.5,-62.5562944959317
4505024900,-58.0627934551372
4538149862.5,-65.4014533298407
4571274825,-58.7223609299371
4604399787.5,-60.178704587037
4637524750,-59.7677870522512
4670649712.5,-56.4794494924023
4703774675,-60.0008301183206
4736899637.5,-55.0628942506769
4770024600,-62.1485094258939
4803149562.5,-62.058653445736
4836274525,-52.2476351770974
4869399487.5,-58.716325265815
4902524450,-57.2676831409814
4935649412.5,-58.3613003477219
4968774375,-58.2598516508462
5001899337.5,-55.8510616187219
5035024300,-57.7137374448363
5068149262.5,-54.2062341569836
5101274225,-55.3268293539374
5134399187.5,-54.0830522439676
5167524150,-53.1241385314236
5200649112.5,-56.0611587018045
5233774075,-56.2060768074083
5266899037.5,-57.1831563151573
5300024000,-54.2124041829419
5333148962.5,-56.2760731086243
5366273925,-55.6822361377164
5399398887.5,-62.6487507175508
5432523850,-54.8062657808272
5465648812.5,-58.3486714558646
5498773775,-53.9751486231768
5531898737.5,-58.4777694942737
5565023700,-55.9170364141564
5598148662.5,-55.1913694274699
5631273625,-55.9095376212974
5664398587.5,-53.7447896295022
5697523550,-56.8958777838927
5730648512.5,-57.2378984953246
5763773475,-53.7936292904513
5796898437.5,-55.9487491353841
5830023400,-54.6673348547419
5863148362.5,-54.3095282434886
5896273325,-55.2858188566883
5929398287.5,-55.1034571851383
5962523250,-52.5896815823602
5995648212.5,-61.1371373110141
6028773175,-55.9530672720988
6061898137.5,-56.7207681297892
6095023100,-54.1252620617376
6128148062.5,-54.7446273779367
6161273025,-55.2459915076939
6194397987.5,-57.0902428818889
6227522950,-53.6332544229277
6260647912.5,-53.1148088214061
6293772875,-55.7647039522191
6326897837.5,-51.9031307174559
6360022800,-56.5898974032831
6393147762.5,-52.0581113056298
6426272725,-54.5183048527519
6459397687.5,-54.6910900322027
6492522650,-60.0675495297303
6525647612.5,-53.5920773639107
6558772575,-55.1535771165909
6591897537.5,-54.6389108809621
6625022500,-54.2965733059362
6658147462.5,-53.9881871485641
6691272425,-55.938167512317
6724397387.5,-52.3591854648782
6757522350,-57.1234907329794
6790647312.5,-55.2875226422729
6823772275,-52.6457945631692
6856897237.5,-54.2043779132506
6890022200,-57.0267436402666
6923147162.5,-55.1792902988066
6956272125,-54.031776856302
6989397087.5,-55.4323999020608
7022522050,-54.1998468455585
7055647012.5,-52.9259303039971
7088771975,-57.0480801526569
7121896937.5,-55.7908729386559
